URL,Company Name,Sector,LTP,P/E Ratio,Market Cap (Cr),Enterprise Value (Cr),No. of Shares (Cr),P/B Ratio,Face Value,Div. Yield,Book Value (TTM),CASH,DEBT,Promoter Holding,EPS (TTM),Sales Growth (%)
https://ticker.finology.in/company/SATIN,Satin Creditcare Network Ltd.,Finance Term Lending,148.20,N/A,151.75,146.2,283.65,0.58,10,"0
                                %",253.36,2053.41 Cr.,422.84 Cr.,36.17 %,34.2,17.14
https://ticker.finology.in/company/GANDHAR,Gandhar Oil Refinery (India) Ltd.,Lubricants,205.10,N/A,207.2,202.8,344.6,1.75,2,"0.24
                                %",117.12,234.9 Cr.,27.47 Cr.,64.63 %,9.91,-2.7
https://ticker.finology.in/company/ELECON,Elecon Engineering Company Ltd.,Engineering - Industrial Equipments,562.85,N/A,578.95,549.1,738.85,8.73,1,"0.27
                                %",64.44,116.35 Cr.,0 Cr.,59.27 %,12.72,33.64
https://ticker.finology.in/company/JUBLFOOD,Jubilant FoodWorks Ltd.,Consumer Food,609.80,N/A,617.25,607.65,715.15,17.59,2,"0.2
                                %",34.67,71.71 Cr.,207.5 Cr.,41.94 %,2.88,4.8
https://ticker.finology.in/company/GRMOVER,GRM Overseas Ltd.,Consumer Food,196.40,N/A,204.3,196.4,288.6,3.26,2,"0
                                %",60.28,7.55 Cr.,393.11 Cr.,72.29 %,8.69,-6.07
https://ticker.finology.in/company/AJMERA,Ajmera Realty & Infra India Ltd.,Construction - Real Estate,882.65,N/A,894,865.4,1000,3.92,10,"0.45
                                %",225.35,59.63 Cr.,714.42 Cr.,74.2 %,26.3,35.45
https://ticker.finology.in/company/3PLAND,3P Land Holdings Ltd.,Finance - Investment,45.33,N/A,46.99,44.68,55.99,0.5,2,"0
                                %",89.83,3.56 Cr.,1.81 Cr.,73.3 %,1.16,40.94
https://ticker.finology.in/company/ASTRON,Astron Paper & Board Mill Ltd.,Paper & Paper Products,20.00,N/A,20.74,18.43,40.8,0.69,10,"0
                                %",28.83,10.01 Cr.,80 Cr.,27.06 %,-5.19,-21.27
https://ticker.finology.in/company/BAJAJHIND,Bajaj Hindusthan Sugar Ltd.,Sugar,30.11,N/A,31.16,29.9,46.1,0.87,1,"0
                                %",34.45,48.15 Cr.,3769.29 Cr.,24.95 %,-0.04,-3.58
https://ticker.finology.in/company/SULA,Sula Vineyards Ltd.,Breweries & Distilleries,392.60,N/A,399.55,391,699.75,5.91,2,"2.17
                                %",66.45,101.71 Cr.,283.93 Cr.,24.66 %,9.09,11.23
https://ticker.finology.in/company/XELPMOC,Xelpmoc Design And Tech Ltd.,IT - Software,130.00,N/A,137.85,127.2,175,3.04,10,"0
                                %",42.74,0.51 Cr.,0 Cr.,53.05 %,-6.3,-51.75
https://ticker.finology.in/company/VINATIORGA,Vinati Organics Ltd.,Chemicals,1791.00,N/A,1799,1750,2331.05,7.19,1,"0.39
                                %",249.23,12.74 Cr.,4.65 Cr.,74.28 %,36.04,-8.05
https://ticker.finology.in/company/PREMIERENE,Premier Energies Ltd.,Electronics - Components,1084.80,N/A,1122,1069.65,1264.9,28.34,1,"0
                                %",38.27,73.54 Cr.,22.26 Cr.,64.25 %,0.16,45.61
https://ticker.finology.in/company/TPHQ,Teamo Productions HQ Ltd.,Engineering - Construction,1.34,N/A,1.38,1.32,1.87,1.08,1,"0
                                %",1.24,-0.18 Cr.,0 Cr.,26.49 %,0.06,-45.51
https://ticker.finology.in/company/PGIL,Pearl Global Industries Ltd.,Textile,1140.95,N/A,1195,1099.2,1145,9.37,5,"0.76
                                %",121.72,84.78 Cr.,231.9 Cr.,62.91 %,9.35,-13.6
https://ticker.finology.in/company/EIHOTEL,EIH Ltd.,"Hotel, Resort & Restaurants",356.00,N/A,391.9,350,566,6.03,2,"0.34
                                %",59.02,564.7 Cr.,0 Cr.,32.85 %,8.72,23.67
https://ticker.finology.in/company/NAVKARCORP,Navkar Corporation Ltd.,Logistics,139.40,N/A,139.55,132,163.95,1.07,10,"0
                                %",130.13,5.43 Cr.,213.56 Cr.,70.45 %,-1.04,-1.51
https://ticker.finology.in/company/MAGNUM,Magnum Ventures Ltd.,Paper & Paper Products,42.30,N/A,44.89,41.25,77.45,1.64,10,"0
                                %",25.83,47.47 Cr.,157.56 Cr.,56.87 %,1.76,0.18
https://ticker.finology.in/company/MMTC,MMTC Ltd.,Trading,73.70,N/A,75.66,73.15,131.88,7.69,1,"0
                                %",9.59,1296.22 Cr.,0 Cr.,89.93 %,0.83,-98.04
https://ticker.finology.in/company/SAMHI,Samhi Hotels Ltd.,"Hotel, Resort & Restaurants",183.65,N/A,189.9,180.8,237.8,1.43,1,"0
                                %",128.3,81.35 Cr.,362.92 Cr.,0 %,0.63,46.7
https://ticker.finology.in/company/ACLGATI,Allcargo Gati Ltd.,Logistics,90.10,N/A,93.89,88.37,148.75,1.46,2,"0
                                %",61.72,91.47 Cr.,0.13 Cr.,46.1 %,2.53,-14.11
https://ticker.finology.in/company/TEJASNET,Tejas Networks Ltd.,Telecommunication - Equipment,1268.30,N/A,1287,1248.9,1495.1,5.84,10,"0
                                %",217.16,248.73 Cr.,1744.09 Cr.,55.42 %,26.55,172.14
https://ticker.finology.in/company/GMMPFAUDLR,GMM Pfaudler Ltd.,Engineering - Industrial Equipments,1202.25,N/A,1238.45,1195.05,1663.8,7.09,2,"0.17
                                %",169.62,26.49 Cr.,265.23 Cr.,25.18 %,7.51,-4.11
https://ticker.finology.in/company/KTKBANK,The Karnataka Bank Ltd.,Bank - Private,199.90,N/A,201.65,197.8,286.35,0.68,10,"2.75
                                %",292.44,3298.73 Cr.,53.15,0 %,35.52,N/A
https://ticker.finology.in/company/VOLTAS,Voltas Ltd.,Air Conditioners,1676.20,N/A,1706.5,1661.1,1946.2,7,1,"0.33
                                %",239.52,504.19 Cr.,404.6 Cr.,30.3 %,22.23,13.2
https://ticker.finology.in/company/DIVGIITTS,Divgi Torqtransfer Systems Ltd.,Engineering,651.30,N/A,654.6,618,1102.7,3.4,5,"0.4
                                %",191.64,264.31 Cr.,0.35 Cr.,60.48 %,10.59,-6.5
https://ticker.finology.in/company/CAMPUS,Campus Activewear Ltd.,Footwear,256.85,N/A,262.75,255.6,371.15,11.32,5,"0
                                %",22.69,24.81 Cr.,24.3 Cr.,73.86 %,3.19,-2.42
https://ticker.finology.in/company/STARHEALTH,Star Health and Allied Insurance Company Ltd.,Insurance,456.20,N/A,465.35,456.2,647.65,3.93,10,"0
                                %",115.93,444.58 Cr.,470 Cr.,57.69 %,14.69,3.53
https://ticker.finology.in/company/JMFINANCIL,JM Financial Ltd.,Finance - Investment,132.20,N/A,132.9,129.4,168.85,2.97,1,"1.51
                                %",44.51,717.93 Cr.,309.6 Cr.,56.43 %,4.72,78.17
https://ticker.finology.in/company/BIOCON,Biocon Ltd.,Pharmaceuticals & Drugs,323.15,N/A,328.5,319.5,395.65,3.56,5,"0.15
                                %",90.7,585.7 Cr.,2040.8 Cr.,60.64 %,0.35,6.74
https://ticker.finology.in/company/HITECH,Hi-Tech Pipes Ltd.,Steel & Iron Products,162.00,N/A,166,160,210.75,2.78,1,"0.02
                                %",58.26,25.32 Cr.,293.6 Cr.,50.76 %,2.41,18.64
https://ticker.finology.in/company/SBICARD,SBI Cards And Payment Services Ltd.,Finance - NBFC,676.50,N/A,689.9,670.5,817.05,4.92,10,"0.37
                                %",137.6,16968.42 Cr.,2407.88 Cr.,68.61 %,23.23,24.16
https://ticker.finology.in/company/GRANULES,Granules India Ltd.,Pharmaceuticals & Drugs,545.30,N/A,561.05,540.05,724.55,4.12,1,"0.28
                                %",132.5,228.11 Cr.,1054.25 Cr.,38.87 %,15.48,-4.48
https://ticker.finology.in/company/GFLLIMITED,GFL Ltd.,Finance - Investment,96.10,N/A,101.39,95.32,125.5,0.41,1,"0
                                %",236.98,3.19 Cr.,1.55 Cr.,68.72 %,-3.09,-0.92
https://ticker.finology.in/company/DMART,Avenue Supermarts Ltd.,Retailing,3619.60,N/A,3769.95,3605.55,5484,11.32,10,"0
                                %",319.81,559.86 Cr.,0 Cr.,74.65 %,44.01,18.41
https://ticker.finology.in/company/YESBANK,Yes Bank Ltd.,Bank - Private,19.13,N/A,19.49,19.04,32.85,1.29,2,"0
                                %",14.8,8094.62 Cr.,74.36,0 %,0.55,N/A
https://ticker.finology.in/company/CANBK,Canara Bank,Bank - Public,94.50,N/A,97.85,92.55,129.35,0.97,2,"3.29
                                %",96.99,36565.94 Cr.,47.04,62.93 %,16.9,N/A
https://ticker.finology.in/company/CDSL,Central Depository Services (India) Ltd.,Depository Services,1544.35,N/A,1549,1480.05,1678.85,20.95,10,"1.46
                                %",73.72,44.62 Cr.,0 Cr.,15 %,21.99,42.25
https://ticker.finology.in/company/VEEDOL,Veedol Corporation Ltd.,Lubricants,1702.00,N/A,1791,1702,2800,4.09,2,"3.06
                                %",415.72,18.86 Cr.,0 Cr.,64.29 %,62.95,4.21
https://ticker.finology.in/company/BFUTILITIE,BF Utilities Ltd.,Power Generation/Distribution,942.20,N/A,952.8,917.65,1125.05,21.52,5,"0
                                %",43.79,34.1 Cr.,18.63 Cr.,56.74 %,6.69,-1.9
https://ticker.finology.in/company/EVERESTIND,Everest Industries Ltd.,Cement & Construction Materials,790.00,N/A,821.3,778.7,1448.1,2.03,10,"0.32
                                %",390.03,44.44 Cr.,0 Cr.,50.15 %,12.81,-3.42
https://ticker.finology.in/company/CENTENKA,Century Enka Ltd.,Textile,606.90,N/A,620.9,604.65,863.9,0.95,10,"1.65
                                %",641.13,4.15 Cr.,48.73 Cr.,24.86 %,33.65,-15.82
https://ticker.finology.in/company/GHCLTEXTIL,GHCL Textiles Ltd.,Textile - Spinning,89.80,N/A,93.9,88,123.05,0.61,2,"0.56
                                %",147.94,11.96 Cr.,71.65 Cr.,19.16 %,4.93,0
https://ticker.finology.in/company/HAPPYFORGE,Happy Forgings Ltd.,Forgings,1060.00,N/A,1073,1002.05,1298.95,5.84,2,"0.38
                                %",181.63,117.36 Cr.,143.01 Cr.,78.6 %,27.49,13.51
https://ticker.finology.in/company/SALZERELEC,Salzer Electronics Ltd.,Electric Equipment,989.60,N/A,1006.25,979.1,1196,3.44,10,"0.25
                                %",287.59,4.09 Cr.,307.87 Cr.,37.53 %,36.17,12.08
https://ticker.finology.in/company/UTKARSHBNK,Utkarsh Small Finance Bank Ltd.,Bank - Private,34.90,N/A,35.57,34.65,68.23,1.23,10,"1.43
                                %",28.37,1885.8 Cr.,56.38,68.94 %,4.22,N/A
https://ticker.finology.in/company/INDIGOPNTS,Indigo Paints Ltd.,Paints,1500.00,N/A,1524.95,1480,1720,7.5,10,"0.24
                                %",199.95,32.67 Cr.,0 Cr.,53.92 %,29.77,16.91
https://ticker.finology.in/company/JTLIND,JTL Industries Ltd,Steel & Iron Products,94.20,N/A,95.4,91.55,138.3,3.12,1,"0.13
                                %",30.18,111.4 Cr.,20.01 Cr.,48.91 %,2.96,31.76
https://ticker.finology.in/company/WABAG,VA Tech Wabag Ltd.,Environmental Services,1705.00,N/A,1723.15,1685,1906.7,6.58,2,"0
                                %",259.05,355.7 Cr.,164.2 Cr.,19.13 %,38.98,7.93
https://ticker.finology.in/company/HINDWAREAP,Hindware Home Innovation Ltd.,Consumer Durables - Domestic Appliances,272.00,N/A,273.45,266.05,528.94,7.11,2,"0.15
                                %",38.25,10.72 Cr.,144.05 Cr.,51.32 %,-6.05,-20.13
https://ticker.finology.in/company/TATAPOWER,Tata Power Company Ltd.,Power Generation/Distribution,408.45,N/A,413.2,397.5,494.85,7.69,1,"0.49
                                %",53.09,618.59 Cr.,19526.16 Cr.,46.86 %,9.76,13.34
https://ticker.finology.in/company/DHAMPURSUG,Dhampur Sugar Mills Ltd.,Sugar,166.85,N/A,171,164.7,279.65,1.01,10,"0
                                %",165.54,19.2 Cr.,963.11 Cr.,49.12 %,10.87,-10.18
https://ticker.finology.in/company/GILLANDERS,Gillanders Arbuthnot & Company Ltd.,Diversified,109.00,N/A,109,102,158.7,0.87,10,"0
                                %",125.71,2.61 Cr.,75.63 Cr.,69.08 %,-4.99,-21.63
https://ticker.finology.in/company/BURNPUR,Burnpur Cement Ltd.,Cement & Construction Materials,6.29,N/A,6.44,6.22,13,0,10,"0
                                %",-56.82,1.08 Cr.,415.56 Cr.,1.98 %,-10.96,-8.11
https://ticker.finology.in/company/KALAMANDIR,Sai Silks (Kalamandir) Ltd.,Retailing,160.05,N/A,161.9,158.5,311.4,2.28,2,"0
                                %",70.1,401.64 Cr.,257.75 Cr.,60.8 %,5.64,1.63
https://ticker.finology.in/company/GRWRHITECH,Garware Hi-Tech Films Ltd.,Plastic Products,4646.65,N/A,4700.9,4519.9,4790,4.98,10,"0.21
                                %",933.22,19.35 Cr.,19.39 Cr.,60.72 %,132.77,20.62
https://ticker.finology.in/company/AMBER,Amber Enterprises India Ltd.,Air Conditioners,6530.00,N/A,6670,6220.65,7157.85,12.47,10,"0
                                %",523.55,564.78 Cr.,1119.15 Cr.,39.79 %,23.71,-10.31
https://ticker.finology.in/company/HONAUT,Honeywell Automation India Ltd.,Consumer Durables - Electronics,41260.00,N/A,42678.95,41083.95,59700,9.68,10,"0.24
                                %",4263.45,2823 Cr.,11.1 Cr.,75 %,596.84,17.71
https://ticker.finology.in/company/ASTERDM,Aster DM Healthcare Ltd.,Hospital & Healthcare Services,426.55,N/A,436,423.25,558.3,6.32,10,"0.47
                                %",67.47,34.85 Cr.,386.64 Cr.,41.88 %,122.98,32.78
https://ticker.finology.in/company/MOREPENLAB,Morepen Laboratories Ltd.,Pharmaceuticals & Drugs,73.21,N/A,76.64,72.79,100.8,3.49,2,"0
                                %",20.95,50.48 Cr.,28.19 Cr.,35.65 %,2.59,14.84
https://ticker.finology.in/company/HCC,Hindustan Construction Company Ltd.,Engineering - Construction,35.69,N/A,36.28,35.32,57.46,4.49,1,"0
                                %",7.96,284.27 Cr.,1736.22 Cr.,18.59 %,1.07,-3.43
https://ticker.finology.in/company/KSB,KSB Ltd.,Compressors / Pumps,800.35,N/A,812.3,792,1057.54,10.28,2,"0.44
                                %",77.87,274.55 Cr.,0 Cr.,69.8 %,12.86,23.34
https://ticker.finology.in/company/IKIO,IKIO Lighting Ltd.,Electronics - Components,249.05,N/A,254.9,248,362.1,4.12,10,"0.4
                                %",60.42,184.46 Cr.,9.81 Cr.,72.5 %,3.44,-0.16
https://ticker.finology.in/company/MUKKA,Mukka Proteins Ltd.,Consumer Food,40.62,N/A,42.45,40.25,56.52,3.33,1,"0
                                %",12.21,123.51 Cr.,327.84 Cr.,73.33 %,1.13,18.96
https://ticker.finology.in/company/IDFCFIRSTB,IDFC First Bank Ltd.,Bank - Private,62.95,N/A,64.61,62.37,92.33,1.26,10,"0
                                %",50.05,16450.76 Cr.,72.22,35.37 %,3.17,N/A
https://ticker.finology.in/company/SIYSIL,Siyaram Silk Mills Ltd.,Textile - Weaving,669.40,N/A,693.95,665,743.05,2.52,2,"1.64
                                %",265.19,6.98 Cr.,164.28 Cr.,67.44 %,42.69,-6.38
https://ticker.finology.in/company/DIFFNKG,Diffusion Engineers Ltd.,Electrodes & Welding Equipment,309.50,N/A,333.95,309.5,489.3,3.3,10,"0.16
                                %",93.65,2.55 Cr.,33.71 Cr.,-,6.25,5.35
https://ticker.finology.in/company/INDUSINDBK,IndusInd Bank Ltd.,Bank - Private,981.70,N/A,1003.95,967,1694.35,1.18,10,"1.65
                                %",832.35,20615.92 Cr.,47.54,16.36 %,104.26,N/A
https://ticker.finology.in/company/AZAD,Azad Engineering Ltd.,Engineering - Industrial Equipments,1598.00,N/A,1621.3,1568.85,2080,13.83,2,"0
                                %",115.54,58.92 Cr.,37.16 Cr.,65.9 %,11.83,35.4
https://ticker.finology.in/company/SCILAL,Shipping Corporation of India Land and Assets Ltd.,Shipping,61.90,N/A,63.37,59.05,108.56,0.9,10,"1.07
                                %",69.04,3.3 Cr.,0 Cr.,63.75 %,1.04,37.76
https://ticker.finology.in/company/TBOTEK,TBO Tek Ltd.,Travel Services,1537.75,N/A,1569,1502.65,2000,22.26,1,"0
                                %",69.08,355.68 Cr.,1.49 Cr.,44.41 %,4.34,13.24
https://ticker.finology.in/company/SPLIL,SPL Industries Ltd.,Textile,55.20,N/A,58.95,55.2,80.75,0.89,10,"0
                                %",62.21,27.49 Cr.,0 Cr.,68.93 %,4.37,-30.01
https://ticker.finology.in/company/ABDL,Allied Blenders And Distillers Ltd.,Breweries & Distilleries,311.15,N/A,314.25,306.65,374.7,6.07,2,"0
                                %",51.28,74.68 Cr.,820.16 Cr.,80.91 %,0.24,5.76
https://ticker.finology.in/company/IMAGICAA,Imagicaaworld Entertainment Ltd.,Amusement Parks/Recreation/Club,68.92,N/A,70.49,68.6,103.24,3.47,10,"0
                                %",19.85,105.74 Cr.,252.12 Cr.,74.09 %,1.27,3.78
https://ticker.finology.in/company/SAKSOFT,Saksoft Ltd.,IT - Software,208.65,N/A,217.95,207.1,319,12.85,1,"0.38
                                %",16.24,42.54 Cr.,0 Cr.,66.64 %,2.25,7.48
https://ticker.finology.in/company/DLINKINDIA,D-Link (India) Ltd.,IT - Networking,529.50,N/A,549.95,523.4,728,4.48,2,"2.47
                                %",118.11,42.97 Cr.,0 Cr.,51.02 %,27.2,4.79
https://ticker.finology.in/company/MMFL,MM Forgings Ltd.,Forgings,467.25,N/A,478.85,446.65,725,2.55,10,"1.71
                                %",183.4,209.24 Cr.,925.27 Cr.,56.34 %,29.88,8.09
https://ticker.finology.in/company/HYUNDAI,Hyundai Motor India Ltd.,Automobiles - Passenger Cars,1826.00,N/A,1856.05,1788.45,1968.8,0,10,"3.14
                                %",0,17493.21 Cr.,1187.58 Cr.,-,57.28,27.04
https://ticker.finology.in/company/M&M,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found
https://ticker.finology.in/company/DHANUKA,Dhanuka Agritech Ltd.,Pesticides & Agrochemicals,1482.25,N/A,1531.4,1471.6,1926.4,5.31,2,"0.94
                                %",279.03,1.31 Cr.,0.47 Cr.,70.29 %,59.41,3.43
https://ticker.finology.in/company/SUPRAJIT,Suprajit Engineering Ltd.,Auto Ancillary,451.45,N/A,456.15,446,639.95,4.83,1,"0.55
                                %",93.52,33.2 Cr.,264.31 Cr.,44.64 %,19.25,7.39
https://ticker.finology.in/company/KELLTONTEC,Kellton Tech Solutions Ltd.,IT - Software,135.50,N/A,140.45,135.35,184.3,7.76,5,"0
                                %",17.47,7.16 Cr.,59.25 Cr.,40.82 %,1.12,8.11
https://ticker.finology.in/company/MANALIPETC,Manali Petrochemicals Ltd.,Chemicals,61.80,N/A,62.9,60.62,104.99,1.12,5,"1.21
                                %",55.25,261.68 Cr.,22.29 Cr.,44.86 %,-0.89,-22.49
https://ticker.finology.in/company/NAHARSPING,Nahar Spinning Mills Ltd.,Textile - Spinning,239.00,N/A,241.2,235.2,383.4,0.58,5,"0.42
                                %",413.62,1.54 Cr.,1151.01 Cr.,67.07 %,-7.32,9.05
https://ticker.finology.in/company/IFBIND,IFB Industries Ltd.,Consumer Durables - Domestic Appliances,1556.90,N/A,1598.7,1539.75,2359,7.91,10,"0
                                %",196.94,105.48 Cr.,67.36 Cr.,74.96 %,27.07,5.06
https://ticker.finology.in/company/JISLJALEQS,Jain Irrigation Systems Ltd.,Plastic Products,63.86,N/A,65.9,63.55,84.1,0.89,2,"0
                                %",72.15,52.12 Cr.,2465.66 Cr.,26.12 %,0.19,5.75
https://ticker.finology.in/company/STYLAMIND,Stylam Industries Ltd.,Laminates/Decoratives,2254.45,N/A,2282.85,2211.15,2736,6.38,5,"0.11
                                %",353.6,70.95 Cr.,0.67 Cr.,54.61 %,77.49,-4
https://ticker.finology.in/company/NOVAAGRI,Nova Agritech Ltd.,Pesticides & Agrochemicals,59.03,N/A,61,58.5,94.09,3.33,2,"0
                                %",17.72,84.86 Cr.,38.96 Cr.,59.39 %,1.86,54.05
https://ticker.finology.in/company/POLYMED,Poly Medicure Ltd.,Medical Equipment/Supplies/Accessories,2586.20,N/A,2655.5,2565.1,3350,10.18,5,"0.12
                                %",254.1,136.95 Cr.,160.58 Cr.,62.56 %,28.77,22.4
https://ticker.finology.in/company/IOLCP,IOL Chemicals And Pharmaceuticals Ltd.,Pharmaceuticals & Drugs,340.10,N/A,350.75,340,537.05,1.2,10,"1.47
                                %",282.56,142.62 Cr.,32.76 Cr.,48.19 %,17.08,-3.8
https://ticker.finology.in/company/ETHOSLTD,Ethos Ltd.,Retailing,2932.10,N/A,2987.9,2896,3514.95,7.75,10,"0
                                %",378.37,341.23 Cr.,6.47 Cr.,51.21 %,36.42,26.55
https://ticker.finology.in/company/LYKALABS,Lyka Labs Ltd.,Pharmaceuticals & Drugs,141.20,N/A,144,140,168.45,3.85,10,"0
                                %",36.64,5.89 Cr.,56.7 Cr.,58.1 %,1.11,32.02
https://ticker.finology.in/company/SYRMA,Syrma SGS Technology Ltd.,Electronics - Components,535.75,N/A,559.7,527.5,705,6.64,10,"0.28
                                %",80.64,45.59 Cr.,496.57 Cr.,46.89 %,1.18,61.44
