URL,Company Name,Sector,LTP,P/E Ratio,Market Cap (Cr),Enterprise Value (Cr),No. of Shares (Cr),P/B Ratio,Face Value,Div. Yield,Book Value (TTM),CASH,DEBT,Promoter Holding,EPS (TTM),Sales Growth (%)
https://ticker.finology.in/company/PELATRO,Pelatro Ltd.,IT - Software,351.20,N/A,361,348,452,4.38,10,"0
                                %",80.17,5.28 Cr.,18.68 Cr.,53.59 %,5.2,20.06
https://ticker.finology.in/company/OLECTRA,Olectra Greentech Ltd.,Automobiles-Trucks/Lcv,1429.55,N/A,1435.6,1385,2222,11.91,4,"0.03
                                %",119.98,165.32 Cr.,58.39 Cr.,50.02 %,12.54,-1.8
https://ticker.finology.in/company/SGIL,Synergy Green Industries Ltd.,Castings/Forgings,378.40,N/A,385.55,373.2,476.58,10.65,10,"0
                                %",35.53,10.36 Cr.,79.93 Cr.,69.75 %,8.35,12.63
https://ticker.finology.in/company/GINNIFILA,Ginni Filaments Ltd.,Textile - Spinning,27.10,N/A,28.11,27.1,45.28,1.19,10,"0
                                %",22.74,21.55 Cr.,78.24 Cr.,69.72 %,-4.39,-5.43
https://ticker.finology.in/company/KCP,KCP Ltd.,Cement & Construction Materials,223.70,N/A,230.4,223.35,281.35,4.18,1,"0.45
                                %",53.55,128.4 Cr.,229.07 Cr.,43.95 %,2.93,1.81
https://ticker.finology.in/company/SIGNATURE,Signatureglobal (India) Ltd.,Construction - Real Estate,1264.40,N/A,1309.95,1250.75,1645.85,20.92,1,"0
                                %",60.45,268.21 Cr.,1180.27 Cr.,69.63 %,0.92,-1.62
https://ticker.finology.in/company/VISHNU,Vishnu Chemicals Ltd.,Chemicals,400.35,N/A,406.75,384.65,562,3.9,2,"0.07
                                %",102.75,52.08 Cr.,215.81 Cr.,68.36 %,13.47,-17.27
https://ticker.finology.in/company/JKIL,J Kumar Infraprojects Ltd.,Engineering - Construction,670.15,N/A,697.05,670.15,935.5,1.82,5,"0.6
                                %",368.5,504.25 Cr.,575.99 Cr.,46.65 %,47.43,16.08
https://ticker.finology.in/company/IREDA,Indian Renewable Energy Development Agency Ltd.,Finance - NBFC,184.60,N/A,190,184,310,5.31,10,"0
                                %",34.74,4963.94 Cr.,1252.23 Cr.,75 %,5.37,42.56
https://ticker.finology.in/company/RKEC,RKEC Projects Ltd.,Engineering - Construction,103.13,N/A,109.19,102.3,148.5,1.38,10,"0
                                %",74.78,33.52 Cr.,150.27 Cr.,66.12 %,9.33,13.71
https://ticker.finology.in/company/JETFREIGHT,Jet Freight Logistics Ltd.,Logistics,14.26,N/A,14.45,13.63,24.92,1.03,5,"0
                                %",13.9,13.3 Cr.,54.89 Cr.,50.92 %,1.87,-6.94
https://ticker.finology.in/company/COCHINSHIP,Cochin Shipyard Ltd.,Ship Building,1295.70,N/A,1358,1295,2977.1,6.41,5,"0.72
                                %",202,3783.95 Cr.,23.02 Cr.,72.86 %,33.7,56.42
https://ticker.finology.in/company/AADHARHFC,Aadhar Housing Finance Ltd.,Finance - Housing,422.25,N/A,432.4,410.8,516.65,3.11,10,"0
                                %",135.6,2523.53 Cr.,748.51 Cr.,75.89 %,17.41,26.55
https://ticker.finology.in/company/POLICYBZR,PB Fintech Ltd.,Fintech,1716.85,N/A,1770,1689.6,1966,10.01,2,"0
                                %",171.58,504.22 Cr.,0 Cr.,0 %,0.6,-17.79
https://ticker.finology.in/company/AVG,AVG Logistics Ltd.,Logistics,397.00,N/A,406,392.35,665.4,2.61,10,"0.3
                                %",152.06,8.76 Cr.,88.89 Cr.,51.54 %,26.52,12.33
https://ticker.finology.in/company/SOLARA,Solara Active Pharma Sciences Ltd.,Pharmaceuticals & Drugs,761.00,N/A,774.1,752,850.05,3.32,10,"0
                                %",228.88,8.48 Cr.,999.38 Cr.,37.27 %,-111.55,-10.73
https://ticker.finology.in/company/BEPL,Bhansali Engineering Polymers Ltd.,Chemicals,119.20,N/A,121.5,118.2,177,3.05,1,"3.36
                                %",39.03,207.32 Cr.,0 Cr.,57.47 %,7.29,-10.34
https://ticker.finology.in/company/JYOTISTRUC,Jyoti Structures Ltd.,Transmission Towers / Equipments,29.17,N/A,30.64,29.17,41.36,26.53,2,"0
                                %",1.1,39.95 Cr.,1915.84 Cr.,0 %,0.31,96.91
https://ticker.finology.in/company/TFCILTD,Tourism Finance Corporation Of India Ltd.,Finance Term Lending,156.60,N/A,160.05,141.45,267.4,1.24,10,"1.6
                                %",125.96,241.85 Cr.,91.11 Cr.,7.85 %,10.69,4.49
https://ticker.finology.in/company/DBREALTY,Valor Estate Ltd.,Construction - Real Estate,157.70,N/A,160.55,154.25,284.95,1.5,10,"0
                                %",104.93,673.92 Cr.,414.09 Cr.,47.38 %,0.37,143.69
https://ticker.finology.in/company/PAKKA,Pakka Ltd.,Paper & Paper Products,297.15,N/A,309,289.95,398.4,3.01,10,"0
                                %",98.57,68.44 Cr.,181.7 Cr.,47.49 %,11.54,-0.87
https://ticker.finology.in/company/NAHARINDUS,Nahar Industrial Enterprises Ltd.,Textile - Spinning,128.35,N/A,131.5,128.35,175,0.58,10,"0
                                %",221.53,7.07 Cr.,531.97 Cr.,71.24 %,4.82,-17.03
https://ticker.finology.in/company/ANDHRSUGAR,The Andhra Sugars Ltd.,Chemicals,97.80,N/A,97.8,93.9,128.96,1.01,2,"1.02
                                %",96.54,26.92 Cr.,24.79 Cr.,46.98 %,2.3,-20.81
https://ticker.finology.in/company/DBEIL,Deepak Builders & Engineers India Ltd.,Construction - Real Estate,141.00,N/A,143.05,139.1,198.85,1.64,10,"0
                                %",85.76,0.09 Cr.,153.04 Cr.,72.5 %,12.97,17.98
https://ticker.finology.in/company/CHEVIOT,Cheviot Company Ltd.,Textile,1232.10,N/A,1265.2,1225,1651,1.4,10,"0.41
                                %",882.42,2.95 Cr.,8.77 Cr.,74.88 %,133.25,-17.88
https://ticker.finology.in/company/MCX,Multi Commodity Exchange Of India Ltd.,Finance - Stock Broking,6179.80,N/A,6248.65,6040,6874.5,17.79,10,"0.12
                                %",347.3,586.16 Cr.,51.96 Cr.,0 %,44.26,30.48
https://ticker.finology.in/company/CHEMCON,Chemcon Speciality Chemicals Ltd.,Chemicals,229.10,N/A,231.5,227.5,310.7,1.72,10,"0
                                %",133.23,170.58 Cr.,42.74 Cr.,74.47 %,5.2,-11.82
https://ticker.finology.in/company/CEIGALL,Ceigall India Ltd.,Engineering - Construction,315.50,N/A,322.95,312.25,425,3.31,5,"0.24
                                %",95.43,328.2 Cr.,506.94 Cr.,82.06 %,15.9,43.06
https://ticker.finology.in/company/AGIIL,AGI Infra Ltd.,Construction - Real Estate,1630.00,N/A,1699,1603.7,1679.3,7.74,10,"0.06
                                %",210.63,100.3 Cr.,137.68 Cr.,72.94 %,45.94,21.24
https://ticker.finology.in/company/APLAPOLLO,APL Apollo Tubes Ltd.,Steel & Iron Products,1441.10,N/A,1474.2,1426.35,1773,13.34,2,"0.38
                                %",108.05,73.17 Cr.,130.23 Cr.,28.32 %,9.32,-2.94
https://ticker.finology.in/company/BALMLAWRIE,Balmer Lawrie & Company Ltd.,Diversified,213.55,N/A,219.4,210,320.25,2.65,10,"3.98
                                %",80.6,524.47 Cr.,0.01 Cr.,0 %,11.65,0.37
https://ticker.finology.in/company/CCL,CCL Products (India) Ltd.,Tea/Coffee,714.60,N/A,714.6,691.65,854,8.37,2,"0.63
                                %",85.41,33.44 Cr.,781.95 Cr.,46.09 %,6.66,7.38
https://ticker.finology.in/company/RBLBANK,RBL Bank Ltd.,Bank - Private,156.35,N/A,159.1,153.5,300.5,0.62,10,"0.96
                                %",252.19,6042.89 Cr.,66.64,0 %,19.41,N/A
https://ticker.finology.in/company/CHOICEIN,Choice International Ltd.,Finance - Stock Broking,522.00,N/A,532,518.5,540,37.18,10,"0
                                %",14.04,12.89 Cr.,1.4 Cr.,58.21 %,0.28,-0.45
https://ticker.finology.in/company/MANYAVAR,Vedant Fashions Ltd.,Textile,1368.15,N/A,1372.65,1330,1481.35,21.84,1,"0.62
                                %",62.66,21.59 Cr.,0 Cr.,74.96 %,16.53,2.94
https://ticker.finology.in/company/GODREJPROP,Godrej Properties Ltd.,Construction - Real Estate,2699.65,N/A,2826.95,2643.7,3400,6.7,5,"0
                                %",403.21,2215.39 Cr.,9943.15 Cr.,58.48 %,36.61,15.2
https://ticker.finology.in/company/AWL,Adani Wilmar Ltd.,Edible Oil,294.45,N/A,306.25,294.4,410,4.29,1,"0
                                %",68.63,2661.62 Cr.,2173.73 Cr.,87.87 %,8.1,-10.89
https://ticker.finology.in/company/NESTLEIND,Nestle India Ltd.,Consumer Food,2210.45,N/A,2222.95,2187.85,2777,53.41,1,"1.45
                                %",41.39,778.85 Cr.,31.14 Cr.,62.76 %,34.46,44.37
https://ticker.finology.in/company/BORORENEW,Borosil Renewables Ltd.,Glass,427.45,N/A,439.5,424.1,667.4,6.41,1,"0
                                %",66.73,33.31 Cr.,354.49 Cr.,61.6 %,-1.18,43.26
https://ticker.finology.in/company/EIDPARRY,E.I.D. - Parry (India) Ltd.,Sugar,821.00,N/A,830,802.05,879.95,5.01,1,"0.49
                                %",163.83,4.67 Cr.,1038.71 Cr.,42.22 %,0.92,-2.98
https://ticker.finology.in/company/DCBBANK,DCB Bank Ltd.,Bank - Private,114.30,N/A,115.15,111.95,163.4,0.71,10,"1.09
                                %",161.18,1927.9 Cr.,64.01,14.73 %,18.13,N/A
https://ticker.finology.in/company/AEROFLEX,Aeroflex Industries Ltd.,Engineering - Industrial Equipments,180.55,N/A,185,178.05,213.95,7.39,2,"0.14
                                %",24.44,105.49 Cr.,0.12 Cr.,66.99 %,3.49,17.99
https://ticker.finology.in/company/RALLIS,Rallis India Ltd.,Pesticides & Agrochemicals,307.00,N/A,310,302.1,378.4,3.1,1,"0.81
                                %",98.96,31.51 Cr.,1.55 Cr.,55.08 %,7.66,-10.74
https://ticker.finology.in/company/BANSALWIRE,Bansal Wire Industries Ltd.,Steel & Iron Products,414.70,N/A,416,407.05,467,5.83,5,"0
                                %",71.17,4.14 Cr.,603.32 Cr.,77.99 %,4.37,-5.33
https://ticker.finology.in/company/BSE,BSE Ltd.,Finance - Others,4695.15,N/A,4818,4570,4989.8,19.27,2,"0.32
                                %",243.69,1257.74 Cr.,753.39 Cr.,0 %,46.48,77.3
https://ticker.finology.in/company/ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Finance - Asset Management,828.40,N/A,842.4,810,847,7.35,5,"1.63
                                %",112.69,1330.18 Cr.,774.23 Cr.,74.95 %,30.87,10.37
https://ticker.finology.in/company/AFCONS,Afcons Infrastructure Ltd,Engineering - Construction,487.85,N/A,496.9,475.95,513,0,10,"0.82
                                %",0,162.42 Cr.,1576.55 Cr.,-,11.14,18.75
https://ticker.finology.in/company/BEL,Bharat Electronics Ltd.,Engineering - Industrial Equipments,275.50,N/A,278.4,270.3,340.35,11.57,1,"0.79
                                %",23.8,10968.1 Cr.,0 Cr.,51.14 %,6.22,14.3
https://ticker.finology.in/company/ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Port,1114.70,N/A,1160.15,993.85,1607.95,8.19,2,"0.47
                                %",136.11,3754.63 Cr.,49702.3 Cr.,65.89 %,11.56,29.97
https://ticker.finology.in/company/INDNIPPON,India Nippon Electricals Ltd.,Auto Ancillary,672.00,N/A,691.05,670,860,2.28,5,"1.53
                                %",294.15,14.81 Cr.,0 Cr.,70.37 %,31.78,10.34
https://ticker.finology.in/company/DHANI,Dhani Services Ltd.,Finance - Stock Broking,73.79,N/A,74.75,64.75,71.9,0.79,2,"0
                                %",93.62,92.74 Cr.,-14.38 Cr.,29.13 %,-0.84,-13.03
https://ticker.finology.in/company/THEMISMED,Themis Medicare Ltd.,Pharmaceuticals & Drugs,287.60,N/A,294.35,284.25,313.65,8.14,1,"0.17
                                %",35.33,19.2 Cr.,95.79 Cr.,67.15 %,3.98,7.74
https://ticker.finology.in/company/AVL,Aditya Vision Ltd.,Retailing,463.45,N/A,483.4,453.25,560,11,1,"0.3
                                %",42.14,96.16 Cr.,125.27 Cr.,53.23 %,7.41,31.84
https://ticker.finology.in/company/MOTILALOFS,Motilal Oswal Financial Services Ltd.,Finance - Stock Broking,882.00,N/A,906.25,868,1063.4,7.22,1,"1.59
                                %",122.11,4540.41 Cr.,1490.38 Cr.,68.86 %,33.5,70.29
https://ticker.finology.in/company/STERTOOLS,Sterling Tools Ltd.,Fasteners,621.00,N/A,628,545,639.15,4.95,2,"0.32
                                %",125.47,79.03 Cr.,99.4 Cr.,65.77 %,12.24,1.75
https://ticker.finology.in/company/TDPOWERSYS,TD Power Systems Ltd.,Electric Equipment,452.70,N/A,459,435.75,452.1,9.25,2,"0.24
                                %",48.92,189.51 Cr.,0 Cr.,34.27 %,8.72,19.77
https://ticker.finology.in/company/ABREL,Aditya Birla Real Estate Ltd.,Diversified,2536.65,N/A,2587.95,2518.6,3141.95,6.32,10,"0.2
                                %",401.54,212.78 Cr.,1344.12 Cr.,50.21 %,28.37,1.25
https://ticker.finology.in/company/UJJIVANSFB,Ujjivan Small Finance Bank Ltd.,Bank - Private,32.73,N/A,33.62,32.63,62.99,1.09,10,"4.46
                                %",29.98,3409.45 Cr.,54.31,0 %,6.02,N/A
https://ticker.finology.in/company/GREENPANEL,Greenpanel Industries Ltd.,Wood & Wood Products,327.70,N/A,337,325.45,449.8,2.97,1,"0.46
                                %",110.2,140.36 Cr.,267.96 Cr.,53.13 %,7.48,-12.09
https://ticker.finology.in/company/STLTECH,Sterlite Technologies Ltd.,Cable,114.10,N/A,115,112.8,158.85,2.12,2,"0
                                %",53.82,247 Cr.,2319 Cr.,44.17 %,-4.86,-26.21
https://ticker.finology.in/company/GMRINFRA,GMR Airports Ltd.,Airport Management Services,76.80,N/A,80.49,74.13,103.7,1.7,1,"0
                                %",45.22,40.7 Cr.,7687.88 Cr.,66.07 %,-0.19,31.92
https://ticker.finology.in/company/GANGAFORGE,Ganga Forging Ltd.,Forgings,7.20,N/A,7.56,7.18,17.5,3.32,1,"0
                                %",2.17,0.86 Cr.,9.99 Cr.,40.11 %,0.05,11.38
https://ticker.finology.in/company/SPARC,Sun Pharma Advanced Research Company Ltd.,Business Support,190.90,N/A,200.05,189.45,474,0,1,"0
                                %",-2.46,155.06 Cr.,47 Cr.,65.67 %,-12.66,-68.36
https://ticker.finology.in/company/ABFRL,Aditya Birla Fashion and Retail Ltd.,Retailing,284.60,N/A,289.55,283.7,364.5,5.65,10,"0
                                %",50.34,303.92 Cr.,3707.61 Cr.,49.25 %,-2.41,5.23
https://ticker.finology.in/company/HONASA,Honasa Consumer Ltd.,Trading,237.40,N/A,268.2,237.4,546.5,6.69,10,"0
                                %",35.49,479.58 Cr.,0 Cr.,34.98 %,2.32,26.5
https://ticker.finology.in/company/KIRLOSENG,Kirloskar Oil Engines Ltd.,Engineering - Industrial Equipments,1059.70,N/A,1114.35,1055,1450,5.45,2,"0.57
                                %",194.31,98 Cr.,209.13 Cr.,41.17 %,30.71,17.84
https://ticker.finology.in/company/HOMEFIRST,Home First Finance Company India Ltd.,Finance - Housing,1072.65,N/A,1085,1040.05,1383.05,4.18,2,"0.32
                                %",256.57,1137.45 Cr.,305.72 Cr.,23.38 %,38.36,43.8
https://ticker.finology.in/company/MEDANTA,Global Health Ltd.,Hospital & Healthcare Services,1072.45,N/A,1088.45,1058.5,1513.75,9.45,2,"0
                                %",113.51,959.21 Cr.,59.18 Cr.,33.04 %,14.16,15.53
https://ticker.finology.in/company/NEXTMEDIA,Next Mediaworks Ltd.,Printing And Publishing,8.88,N/A,8.88,7.35,10.56,0,10,"0
                                %",-4.61,0.04 Cr.,29.91 Cr.,74.99 %,-0.76,0
https://ticker.finology.in/company/RESPONIND,Responsive Industries Ltd.,Plastic Products,249.80,N/A,256,249,338.8,7.11,1,"0.04
                                %",35.12,8.59 Cr.,193.46 Cr.,58.58 %,1.26,-1.74
https://ticker.finology.in/company/RELIGARE,Religare Enterprises Ltd.,Finance - Investment,248.70,N/A,251.55,245.7,297,3.88,10,"0
                                %",64.12,22.98 Cr.,-10.35 Cr.,0 %,-1.43,29.32
https://ticker.finology.in/company/JINDALSTEL,Jindal Steel & Power Ltd.,Steel/Sponge Iron/Pig Iron,867.65,N/A,879.9,859,1097.1,1.82,1,"0.23
                                %",475.59,3489.45 Cr.,11120.25 Cr.,61.19 %,50.15,-2.93
https://ticker.finology.in/company/KOTAKBANK,Kotak Mahindra Bank Ltd.,Bank - Private,1734.15,N/A,1741.1,1704.4,1953,3.12,5,"0.12
                                %",556.52,25993.2 Cr.,45.99,25.89 %,84.16,N/A
https://ticker.finology.in/company/OLAELEC,OLA Electric Mobility Ltd.,Automobile Two & Three Wheelers,67.24,N/A,69.68,66.85,157.53,2.69,10,"0
                                %",25.04,1259.2 Cr.,42.58 Cr.,36.78 %,-0.06,-52.06
https://ticker.finology.in/company/OSWALGREEN,Oswal Greentech Ltd.,Finance - Investment,48.47,N/A,49.01,47.52,68.95,0.5,10,"0
                                %",97.29,55.6 Cr.,6.37 Cr.,69.19 %,0.36,171.24
https://ticker.finology.in/company/RELIANCE,Reliance Industries Ltd.,Refineries,1223.20,N/A,1247.05,1217.7,1608.95,3.12,10,"0.81
                                %",392.45,69248 Cr.,211790 Cr.,50.24 %,27,-0.89
https://ticker.finology.in/company/CAPITALSFB,Capital Small Finance Bank Ltd.,Bank - Private,286.00,N/A,296,283.75,468.95,1.02,10,"0.42
                                %",280.83,345.15 Cr.,62.51,18.84 %,26.74,N/A
https://ticker.finology.in/company/MUTHOOTMF,Muthoot Microfin Ltd.,Finance - NBFC,182.30,N/A,185.15,181.1,280.8,1.04,10,"0
                                %",175.99,2270.18 Cr.,449.58 Cr.,55.47 %,24.59,58.89
https://ticker.finology.in/company/IGL,Indraprastha Gas Ltd.,Gas Transmission/Marketing,313.80,N/A,320.35,306.5,570.6,2.34,2,"2.81
                                %",134.04,2149.26 Cr.,0 Cr.,45 %,22.96,-0.94
https://ticker.finology.in/company/3IINFOLTD,3I Infotech Ltd.,IT - Software,26.48,N/A,26.6,26.21,63.9,5.23,10,"0
                                %",5.06,28.75 Cr.,38.79 Cr.,0 %,-40.35,29.35
https://ticker.finology.in/company/KPRMILL,K.P.R. Mill Ltd.,Textile,933.70,N/A,942,922.35,1053.5,8.74,1,"0.54
                                %",106.86,162.72 Cr.,286.51 Cr.,70.68 %,19.35,-14.47
https://ticker.finology.in/company/NCC,NCC Ltd.,Engineering - Construction,280.00,N/A,282.95,269.45,364.5,2.5,2,"0.81
                                %",112.04,1044.14 Cr.,1005.03 Cr.,22 %,12.13,37.17
https://ticker.finology.in/company/BASF,BASF India Ltd.,Pesticides & Agrochemicals,5844.05,N/A,5975.75,5800.05,8748.1,7.21,10,"0.26
                                %",810.6,624.28 Cr.,0 Cr.,73.33 %,150.19,0.9
https://ticker.finology.in/company/RICOAUTO,Rico Auto Industries Ltd.,Auto Ancillary,83.84,N/A,87.98,83.47,157,1.73,1,"0.72
                                %",48.45,14.66 Cr.,543.53 Cr.,50.34 %,2,-11.76
https://ticker.finology.in/company/POLYCAB,Polycab India Ltd.,Cable,6406.00,N/A,6515.6,6388.85,7607.15,11.29,10,"0.47
                                %",567.61,307.95 Cr.,0 Cr.,63.06 %,115.41,29.74
https://ticker.finology.in/company/ITDCEM,ITD Cementation India Ltd.,Engineering - Construction,494.70,N/A,513.65,489.65,694.45,5.21,1,"0.34
                                %",94.96,823.98 Cr.,862.03 Cr.,46.64 %,19.8,61.33
https://ticker.finology.in/company/CLEAN,Clean Science And Technology Ltd.,Chemicals,1279.30,N/A,1312.95,1270,1690,10.26,1,"0.39
                                %",124.66,9.06 Cr.,0 Cr.,74.97 %,26.05,-15.64
https://ticker.finology.in/company/AIAENG,AIA Engineering Ltd.,Castings/Forgings,3410.90,N/A,3450.05,3335.45,4940,5.17,2,"0.47
                                %",659.49,422.11 Cr.,454.6 Cr.,58.51 %,116.66,2.45
https://ticker.finology.in/company/APLLTD,Alembic Pharmaceuticals Ltd.,Pharmaceuticals & Drugs,1038.40,N/A,1042.25,1020.85,1296.15,4.06,2,"1.06
                                %",255.98,26.49 Cr.,420.04 Cr.,69.61 %,39.53,14.08
https://ticker.finology.in/company/PGHH,Procter & Gamble Hygiene and Health Care Ltd.,Household & Personal Products,15795.25,N/A,16155,15584.7,18249.85,55.14,10,"1.61
                                %",286.48,588.2 Cr.,0 Cr.,70.64 %,208.32,7.35
https://ticker.finology.in/company/LALPATHLAB,Dr. Lal Pathlabs Ltd.,Hospital & Healthcare Services,3027.25,N/A,3049.75,3012,3645,12.2,10,"0.79
                                %",248.18,683.12 Cr.,83.33 Cr.,53.92 %,52.15,11.18
https://ticker.finology.in/company/BAJFINANCE,Bajaj Finance Ltd.,Finance - NBFC,6464.45,N/A,6605.05,6453.1,7829.95,5.06,2,"0.55
                                %",1277.64,46938.8 Cr.,12644.11 Cr.,54.7 %,251.54,31.54
https://ticker.finology.in/company/COROMANDEL,Coromandel International Ltd.,Fertilizers,1762.25,N/A,1789.5,1735.15,1799,5.06,1,"0.68
                                %",347.94,2751.94 Cr.,0.29 Cr.,57.17 %,50.2,-25.6
https://ticker.finology.in/company/MAYURUNIQ,Mayur Uniquoters Ltd.,Textile,587.45,N/A,591.55,568.05,698,2.9,5,"0.51
                                %",202.87,37.3 Cr.,13.6 Cr.,58.59 %,31.62,0.02
https://ticker.finology.in/company/CENTRUM,Centrum Capital Ltd.,Finance - Investment,31.94,N/A,32.63,31.9,46.55,3.65,1,"0
                                %",8.75,53.5 Cr.,-51.34 Cr.,38.49 %,-1.39,106.53
https://ticker.finology.in/company/GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,Pharmaceuticals & Drugs,2376.50,N/A,2513.95,2365,3087.95,24.04,10,"1.35
                                %",98.85,1061.2 Cr.,0 Cr.,75 %,39.49,5.94
https://ticker.finology.in/company/KARURVYSYA,Karur Vysya Bank Ltd.,Bank - Private,214.60,N/A,217.1,211.6,239.7,1.58,2,"1.12
                                %",135.44,3809.2 Cr.,48.26,2.13 %,22.37,N/A
https://ticker.finology.in/company/NDTV,New Delhi Television Ltd.,TV Broadcasting & Software Production,169.25,N/A,175.95,145,306.55,4.09,4,"0
                                %",41.43,12.88 Cr.,114.89 Cr.,64.71 %,-16.35,3.77
https://ticker.finology.in/company/ABB,ABB India Ltd.,Electric Equipment,6767.15,N/A,6835.75,6622.15,9200,21.14,2,"0.43
                                %",320.05,4816.17 Cr.,0 Cr.,75 %,79.65,21.93
https://ticker.finology.in/company/BAJEL,Bajel Projects Ltd.,Engineering - Construction,227.15,N/A,242,227.15,330,4.5,2,"0
                                %",50.48,153.38 Cr.,135.87 Cr.,62.61 %,1.7,0
https://ticker.finology.in/company/VAKRANGEE,Vakrangee Ltd.,BPO/ITeS,22.99,N/A,23.39,21.76,37.72,15.59,1,"0.22
                                %",1.48,45.07 Cr.,12.06 Cr.,41.67 %,0.06,11.62
https://ticker.finology.in/company/SMLISUZU,SML Isuzu Ltd.,Automobiles-Trucks/Lcv,1600.00,N/A,1659.4,1588,2470.05,7.01,10,"1
                                %",228.37,48.69 Cr.,415.66 Cr.,43.96 %,85.13,20.55
https://ticker.finology.in/company/SARDAEN,Sarda Energy & Minerals Ltd.,Steel & Iron Products,420.10,N/A,424,403,524.9,2.71,1,"0.24
                                %",154.89,623 Cr.,134.02 Cr.,73.16 %,14.68,-9.5
https://ticker.finology.in/company/AARTIIND,Aarti Industries Ltd.,Chemicals,425.65,N/A,434.8,423.35,769.5,2.83,5,"0.23
                                %",150.34,125.51 Cr.,3182.96 Cr.,42.61 %,12.39,-3.32
https://ticker.finology.in/company/PRAJIND,Praj Industries Ltd.,Engineering - Industrial Equipments,676.50,N/A,698.7,673,826.7,9.58,2,"0.89
                                %",70.58,137.45 Cr.,0 Cr.,32.81 %,16.15,-8.66
https://ticker.finology.in/company/AUROPHARMA,Aurobindo Pharma Ltd.,Pharmaceuticals & Drugs,1219.00,N/A,1258.5,1217.9,1592.55,3.6,1,"0.37
                                %",338.43,94.34 Cr.,2817.84 Cr.,51.82 %,35.62,25.88
https://ticker.finology.in/company/COALINDIA,Coal India Ltd.,Mining & Minerals,406.15,N/A,413.55,404.25,544.7,13.57,10,"6.19
                                %",29.93,1476.7 Cr.,0 Cr.,63.13 %,27.38,-18.97
https://ticker.finology.in/company/PAISALO,Paisalo Digital Ltd.,Finance - NBFC,43.90,N/A,44.5,42.71,99.63,2.81,1,"0.23
                                %",15.61,605.04 Cr.,177.02 Cr.,52.38 %,2.03,43.05
https://ticker.finology.in/company/NEWGEN,Newgen Software Technologies Ltd.,IT - Software,1098.05,N/A,1124.75,1078.85,1547.2,12.73,10,"0.36
                                %",86.24,250.14 Cr.,2.2 Cr.,54.3 %,19.59,27.97
https://ticker.finology.in/company/NAVINFLUOR,Navin Fluorine International Ltd.,Chemicals,3267.25,N/A,3339.6,3254.2,3979,6.82,2,"0.46
                                %",479.3,6.43 Cr.,39.65 Cr.,28.44 %,43.61,-12.73
https://ticker.finology.in/company/JSWHL,JSW Holdings Ltd.,Finance - Investment,16574.35,N/A,16950,16574.35,20286.7,0.58,10,"0
                                %",28641.5,169.56 Cr.,118.65 Cr.,66.29 %,156.64,-58.31
https://ticker.finology.in/company/MAHLIFE,Mahindra Lifespace Developers Ltd.,Construction - Real Estate,454.85,N/A,470.7,453.05,679.15,4.77,10,"0.58
                                %",95.36,97.66 Cr.,867.72 Cr.,51.15 %,-3.82,-96.04
https://ticker.finology.in/company/FILATEX,Filatex India Ltd.,Textile - Spinning,63.87,N/A,65.04,63.31,78,2.28,1,"0.31
                                %",27.98,40.94 Cr.,231.72 Cr.,64.76 %,2.61,-0.42
https://ticker.finology.in/company/BANKBARODA,Bank Of Baroda,Bank - Public,228.60,N/A,237.3,219.85,298.45,0.93,2,"3.32
                                %",244.69,44721.53 Cr.,47.71,63.97 %,37.05,N/A
https://ticker.finology.in/company/NECCLTD,North Eastern Carrying Corporation Ltd.,Logistics,30.92,N/A,31.89,30.78,44.4,1.44,10,"0
                                %",21.52,21.25 Cr.,103.14 Cr.,54.19 %,1.19,9.52
https://ticker.finology.in/company/CENTURYPLY,Century Plyboards (India) Ltd.,Wood & Wood Products,701.00,N/A,707.6,630.85,938.6,6.76,1,"0.14
                                %",103.72,40.99 Cr.,380.7 Cr.,72.59 %,13.11,6.18
https://ticker.finology.in/company/MAHABANK,Bank Of Maharashtra,Bank - Public,51.29,N/A,52.38,50.49,73.5,1.59,10,"2.72
                                %",32.17,9821.84 Cr.,37.55,86.46 %,6.34,N/A
https://ticker.finology.in/company/LEMONTREE,Lemon Tree Hotels Ltd.,"Hotel, Resort & Restaurants",123.20,N/A,123.9,118.5,158.05,8.18,10,"0
                                %",15.06,5.27 Cr.,301.19 Cr.,22.77 %,1.33,15.1
https://ticker.finology.in/company/VEDL,Vedanta Ltd.,Metal - Non Ferrous,442.55,N/A,445.7,437.1,523.6,2.3,1,"6.66
                                %",192.67,2142 Cr.,54305 Cr.,56.38 %,45.85,3.93
https://ticker.finology.in/company/BFINVEST,BF Investment Ltd.,Finance - Investment,742.10,N/A,748.6,722.95,828.15,0.82,5,"0
                                %",899.89,117.73 Cr.,83.71 Cr.,74.13 %,22.31,24.52
https://ticker.finology.in/company/HAVELLS,Havells India Ltd.,Electric Equipment,1633.30,N/A,1638.85,1611.65,2104.95,13.14,1,"0.55
                                %",124.3,3015.42 Cr.,0 Cr.,59.41 %,22.66,9.97
https://ticker.finology.in/company/SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd.,Chemicals,655.00,N/A,675.8,644.4,943.95,1.28,10,"0.46
                                %",510.32,333.89 Cr.,0 Cr.,61.84 %,48.96,-47.52
